"","Year","Month","YearMon","number_encounters","threemonth_spi","prevyear_spi","average_rainfall","season","Month_categorical","Year_categorical","dyad_id","threeseason","fourseason","dyad_species"
"148",2016,4,"2016-04",3,0.74,0.03,30.75,"Wet","Apr","2016","Fiji-Charles","Cold Dry","Cold Wet","Dog-Leopard"
"149",2012,4,"2012-04",1,-0.14,0.16,30.75,"Wet","Apr","2012","FThree-Chalak","Cold Dry","Cold Wet","Leopard-Lion"
"150",2012,4,"2012-04",2,-0.14,0.16,30.75,"Wet","Apr","2012","Krystal-Chalak","Cold Dry","Cold Wet","Leopard-Lion"
"151",2012,5,"2012-05",1,-0.43,0.16,0,"Wet","May","2012","FThree-Chalak","Cold Dry","Cold Wet","Leopard-Lion"
"152",2012,5,"2012-05",4,-0.43,0.16,0,"Wet","May","2012","FThree-Goose","Cold Dry","Cold Wet","Leopard-Lion"
"153",2012,5,"2012-05",3,-0.43,0.16,0,"Wet","May","2012","Krystal-Chalak","Cold Dry","Cold Wet","Leopard-Lion"
"154",2012,5,"2012-05",4,-0.43,0.16,0,"Wet","May","2012","Valentina-Chalak","Cold Dry","Cold Wet","Leopard-Lion"
"155",2012,6,"2012-06",1,-0.6,0.16,6.53571428571429,"Dry","Jun","2012","FThree-Chalak","Cold Dry","Cold Dry","Leopard-Lion"
"156",2012,6,"2012-06",1,-0.6,0.16,6.53571428571429,"Dry","Jun","2012","FThree-Goose","Cold Dry","Cold Dry","Leopard-Lion"
"157",2012,7,"2012-07",1,0.7,0.16,0,"Dry","Jul","2012","FEight-Chalak","Cold Dry","Cold Dry","Leopard-Lion"
"158",2012,7,"2012-07",2,0.7,0.16,0,"Dry","Jul","2012","FThree-Chalak","Cold Dry","Cold Dry","Leopard-Lion"
"159",2012,7,"2012-07",1,0.7,0.16,0,"Dry","Jul","2012","FThree-Goose","Cold Dry","Cold Dry","Leopard-Lion"
"160",2012,7,"2012-07",3,0.7,0.16,0,"Dry","Jul","2012","Krystal-Chalak","Cold Dry","Cold Dry","Leopard-Lion"
